고유 식별자,조례명,관할 지자체명,조문 계층 경로,동일 조문 계층 경로 내 청크 순서,실제 본문 내용 (조문 텍스트),조문 제목 (있을 경우),상위 조문번호,근거법령명,제·개정·시행일자,조례 분야,원문 페이지 URL,비고
SAHA-PARK-76-03-아,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제3조-위탁관리단체-아목,21,"주차요금 수납, 구청 인계(근무지주차장과 상인회가 위탁관리하는 상가주차장에 한함)
",업무소관,제3조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=005&menuNm=main,요금·징수/감면
SAHA-PARK-76-04,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조,1,"제3항제2호다목, 제15조, 제20조의 “동 주민센터”를 “동 행정복지센터”로 한다.

부  칙<2019.11.8, 예규 제63호>
이 지침은 발령한 날부터 시행한다.

부  칙<2021. 1. 1, 예규 제65호>
이 지침은 발령한 날부터 시행한다.

부  칙<2022. 12. 23, 예규 제70호>
이 지침은 발령한 날부터 시행한다.

부  칙<2024. 12. 26, 예규 제76호>
이 지침은 발령한 날부터 시행한다.",,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=004&menuNm=main,
SAHA-PARK-76-04-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조-1항,1,"주차장의 주차단위구획의 설치기준은 다음 각 호와 같다.
  1. 도로에 노상 주차면을 설치 후 너비 4미터 이상의 차로가 확보될 수 있는 도로
  2. 평행주차 형식인 경우 주차단위구획은 주차대수 1대에 대하여 너비 2미터 이상, 길이 6미터 이상(주거지역의 보도와 차도의 구분이 없는 도로에서는 너비 2미터 이상, 길이 5미터 이상)으로 설치한다.
  3. 사각 또는 직각주차 형식인 경우 주차단위구획은 너비 2.5미터 이상, 길이 5미터 이상으로 설치한다.",주차장의 설치,제4조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=003&menuNm=main,행정·시설 기준
SAHA-PARK-76-04-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조-2항,1,보행이나 차량의 통행에 불편을 줄 수 있는 도로에는 주차장을 설치할 수 없다.,주차장의 설치,제4조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=002&menuNm=main,행정·시설 기준
SAHA-PARK-76-04-03-가,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조-3항-가목,1,"주차요금, 이용시간, 이용방법",주차장의 설치,제4조-3항,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=001&menuNm=main,행정·시설 기준
SAHA-PARK-76-04-03-나,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조-3항-나목,2,위반차량에 대한 조치,주차장의 설치,제4조-3항,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=000&menuNm=main,행정·시설 기준
SAHA-PARK-76-04-03-다,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조-3항-다목,3,동 행정복지센터ㆍ구청ㆍ견인업체 전화번호,주차장의 설치,제4조-3항,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=001&menuNm=main,행정·시설 기준
SAHA-PARK-76-04-03-라,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조-3항-라목,4,"그 밖에 주차시설 이용에 필요한 사항
  3. 주차장 진입로에 “주거지전용주차구역”을 노면에 표시",주차장의 설치,제4조-3항,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=002&menuNm=main,행정·시설 기준
SAHA-PARK-76-04-04,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조-4항,1,"출입구나 가게 앞 또는 지하주택이나 사무실의 창문 등에 접하여 설치함으로써 일상생활이나 업무에 지장을 줄 수 있는 경우에는 주차장을 설치할 수 없으나, 이해관계인의 동의를 받을 경우에는 주차구획을 설치할 수 있다.",주차장의 설치,제4조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=003&menuNm=main,행정·시설 기준
SAHA-PARK-76-04-05,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조-5항,1,"구청장은 주택가 유휴공지 등의 주차장이나, 공공건물 부설주차장을 개방하여 주거지주차장으로 제공할 수 있다.",주차장의 설치,제4조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=004&menuNm=main,행정·시설 기준
SAHA-PARK-76-04-06,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제4조-6항,1,노상주차장 신규 설치 시 미리 관할 경찰서장 및 소방서장의 의견을 들어야 한다.,주차장의 설치,제4조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=005&menuNm=main,행정·시설 기준
SAHA-PARK-76-05-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제5조-1항,1,"동장은 주차장 주차단위구획 배정신청 접수 시 별지 제1호서식 뒷면의 사용자의 숙지사항(사용자의 의무, 주거지전용주차권의 취소ㆍ박탈, 특약사항)을 신청자에게 설명하여야 한다.",접수 및 배정,제5조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=004&menuNm=main,
SAHA-PARK-76-05-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제5조-2항,1,"배정은 정기배정과 수시배정으로 나누며, 정기배정 시기는 지역 실정에 맞게 동장이 결정하여 실시한다.",접수 및 배정,제5조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=003&menuNm=main,
SAHA-PARK-76-05-03,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제5조-3항,1,"주차단위구획의 배정신청 대상은 거주자 내지 업무자에 해당하는 자가 운행하는 자동차로 한다. 다만, 해당 지역의 부설주차장 및 차고지를 무단 용도변경하고 신청하는 자는 배정신청대상에서 제외된다.",접수 및 배정,제5조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=002&menuNm=main,
SAHA-PARK-76-05-04,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제5조-4항,1,"동장은 주차단위구획을 배정할 경우에는 별지 제1호서식을 접수 받아 배정하며, 한세대 당 한대의 차량을 원칙으로 한다. 다만, 배정 후 남는 주차단위구획이 있을 경우에는 한 세대에 두 대의 차량을 배정할 수 있다.",접수 및 배정,제5조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=001&menuNm=main,
SAHA-PARK-76-05-05,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제5조-5항,1,"주차단위구획은 거주자에게 우선 배정하여야 하며, 거주자에게 배정하고 남은 주차단위구획에 한정하여 해당 지역 내의 영업장에서 상근하는 사람에게 배정할 수 있다.",접수 및 배정,제5조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=000&menuNm=main,
SAHA-PARK-76-05-06,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제5조-6항,1,"주차장의 정기·수시배정은 다음과 같은 방법으로 하며 배정방법은 지역적 여건 및 주차장 수요 등을 고려하여 동장이 정하되, 주차장별·주차구획별로 달리 정할 수 있다.
  1. 점수배정: 별표 1의 평가표(안)에 따라 점수 순으로 배정
  2. 선착순배정: 신청자 선착순으로 배정
  3. 재배정: 대기자 및 신청자가 없거나 이해관계인의 경우 기존이용자를 다시 같은 면에 배정
  4. 추첨배정: 추첨을 통해 배정
  5. 구간운영배정: 부정주차차량의 주차행위로 인한 지정사용자의 피해해소와 보다 효율적인 운영을 위해 주차면을 개별 배정하지 않고 주차면수와 동수의 사용자를 정하여 공통으로 배정",접수 및 배정,제5조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=001&menuNm=main,
SAHA-PARK-76-05-07,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제5조-7항,1,"동장은 정기배정 탈락자에 대해서는 별지 제4호서식의 대기자명부를 작성하여 관리하고, 주차단위구획 추가설치, 사용자의 이사나 사용권 포기 등으로 남는 주차단위구획이 생긴 경우 대기자명부에 의거 순차적으로 또는 추첨에 의해 배정하여야 한다.",접수 및 배정,제5조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=002&menuNm=main,행정·시설 기준
SAHA-PARK-76-06-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제6조-1항,1,"동장은 주차단위구획 배정기간을 6개월 단위로 하되 필요 시 지역 실정에 맞게 축소 또는 연장할 수 있으며 사용기간 중 전출, 포기 등으로 발생한 주차단위구획은 대기자 명부 또는 추첨에 의해 배정한다.",배정기간,제6조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=003&menuNm=main,
SAHA-PARK-76-06-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제6조-2항,1,동장은 주차장사용자가 주차단위구획을 해지하고자 할 때에는 별지 제3호서식의 주거지·근무지·소규모상가전용주차장 주차단위구획 배정취소 및 주차요금 환불신청서를 제출받아 처리 한다.,배정기간,제6조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=004&menuNm=main,요금·징수/감면
SAHA-PARK-76-06-03,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제6조-3항,1,"수시배정의 경우 사용기간은 배정일로부터 해당 정기배정의 만료기한까지로 한다. 다만, 차기 정기배정 시 기 사용기간이 3개월 미만인 경우 차기 정기배정의 만료기한까지로 한다.",배정기간,제6조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=005&menuNm=main,용어 정의
SAHA-PARK-76-07-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제7조-1항,1,주차장 운영시간 및 요금은 「부산광역시 주차장 설치 및 관리 조례」별표 1을 따른다.,주차장 운영시간 및 주차차량,제7조,부산광역시 주차장 설치 및 관리 조례,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=006&menuNm=main,행정·시설 기준
SAHA-PARK-76-07-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제7조-2항,1,"주차장의 운영시간(토요일ㆍ공휴일을 포함한다)은 다음과 같다.
  1. 전일 주차: 매일 00:00부터 24:00까지
  2. 주간 주차: 매일 08:00부터 20:00까지
  3. 야간 주차: 매일 20:00부터 다음 날 08:00까지",주차장 운영시간 및 주차차량,제7조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=005&menuNm=main,
SAHA-PARK-76-07-03,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제7조-3항,1,"주차 가능 차량은 승용ㆍ승합ㆍ소형화물차이며, 「화물자동차운수사업법」 및 「여객자동차운수사업법」에 따른 차고지 확보 의무가 있는 자동차에 대하여는 주차 신청할 수 없다.",주차장 운영시간 및 주차차량,제7조,화물자동차운수사업법 / 여객자동차운수사업법,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=004&menuNm=main,
SAHA-PARK-76-08-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제8조-1항,1,"주차요금은 「부산광역시 주차장 설치 및 관리조례」 별표 1에 따르며, 2개월 단위로 선납 부과ㆍ징수함을 원칙으로 한다. 다만, 사용자가 원할 경우 1년ㆍ6개월ㆍ3개월 선납 부과ㆍ징수하거나 1개월분씩 분납 부과ㆍ징수할 수 있으며 주차요금의 납기는 매월 말일까지로 하고 납기 15일전까지 고지하여 납부토록 한다.",주차요금의 징수 및 체납자 관리 등,제8조,부산광역시 주차장 설치 및 관리조례,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=003&menuNm=main,행정·시설 기준
SAHA-PARK-76-08-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제8조-2항,1,주차요금의 납부는 현금 또는 신용카드로 할 수 있다.,주차요금의 징수 및 체납자 관리 등,제8조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=002&menuNm=main,요금·징수/감면
SAHA-PARK-76-08-03,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제8조-3항,1,제1항에 따라 주차요금을 납부한 사람에 대하여 별표 2 주거지ㆍ근무지전용주차권을 교부하여야한다.,주차요금의 징수 및 체납자 관리 등,제8조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=001&menuNm=main,요금·징수/감면
SAHA-PARK-76-08-04,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제8조-4항,1,제1항에 따른 납기까지 주차요금을 납부하지 않을 경우에는 납기일 다음달 20일까지 납기를 정하여 독촉 고지하여야 한다.,주차요금의 징수 및 체납자 관리 등,제8조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=000&menuNm=main,요금·징수/감면
SAHA-PARK-76-08-05,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제8조-5항,1,동장은 주차장 주차요금을 1개월 이상 체납한 사람에 대하여 별지 제5호서식의 주거지전용주차장 주차단위구획 배정취소 예고문을 해당 주차차량에 부착하고 주차 단위구획 배정취소예고를 10일 이상 하여야 한다.,주차요금의 징수 및 체납자 관리 등,제8조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=001&menuNm=main,요금·징수/감면
SAHA-PARK-76-08-06,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제8조-6항,1,"동장은 주차단위구획 배정취소예고 기간이 경과한 주차요금 체납자에 대하여는 배정취소하고 체납자와 위탁관리단체에 배정취소사항을 통지하여야 하며, 배정 취소통지 후에도 체납되어 있을 때에는 2회 이상 독촉고지 하여야 한다.",주차요금의 징수 및 체납자 관리 등,제8조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=002&menuNm=main,요금·징수/감면
SAHA-PARK-76-08-07,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제8조-7항,1,제6항에 따라 배정취소된 주차단위구획은 대기자 명부 또는 추첨에 의해 재배정하여야 한다.,주차요금의 징수 및 체납자 관리 등,제8조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=003&menuNm=main,요금·징수/감면
SAHA-PARK-76-08-08,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제8조-8항,1,"동장은 제6항에도 불구하고 주차요금이 체납되어 있을 때에는 체납사항을 구청장에게 통보하고, 구청장은 동장으로부터 통보받는 체납자에 대하여 관리하여야 한다.",주차요금의 징수 및 체납자 관리 등,제8조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=004&menuNm=main,요금·징수/감면
SAHA-PARK-76-09-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제9조-1항,1,"동장은 다음 각 호의 어느 하나에 해당하는 경우에는 주차요금의 100분의 50을 감면한다.
  1. 「장애인복지법」에 따라 등록된 장애인
  2. 「독립유공자 예우에 관한 법률」제4조에 따른 독립유공자
  3. 「국가유공자등 예우 및 지원에 관한 법률 시행령」별표 3에 따른 상이자
  4. 「5.18민주유공자 예우에 관한 법률 시행령」제4조에 따른 5.18민주화운동부상자
  5. 「고엽제후유의증 환자 지원 등에 관한 법률」제3조의 적용대상자
  6. 「부산광역시 저출산대책 및 출산장려지원 조례」 적용을 받는 다자녀가정에 속하는 사람의 비사업용 자동차(「자동차관리법 시행규칙」제2조에 따른 승용자동차, 승차정원 12명이하의 승합자동차, 소형화물자동차에 한정한다)를 운전하는 자로서 가족사랑카드에 등재되어 있는 자
  7. 「자동차관리법 시행규칙」 제2조에 따른 경형 자동차",주차요금의 감면 등,제9조,장애인복지법 / 독립유공자 예우에 관한 법률 / 국가유공자등 예우 및 지원에 관한 법률 시행령 / 5.18민주유공자 예우에 관한 법률 시행령 / 고엽제후유의증 환자 지원 등에 관한 법률 / 부산광역시 저출산대책 및 출산장려지원 조례 / 자동차관리법 시행규칙,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=005&menuNm=main,요금·징수/감면
SAHA-PARK-76-09-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제9조-2항,1,본 규정 시행 이후 관련 법령 및 관련 조례 등의 개정ㆍ제정 등으로 주차요금 감면 조항이 신설 또는 변경될 때에는 그 규정에 따라야 한다.,주차요금의 감면 등,제9조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=006&menuNm=main,요금·징수/감면
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,1,"부칙 
이 조례는 공포한 날로부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=059&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,2,"부칙 <1999.5.10, 조례 제448호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=058&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,3,"부칙 <2000.11.10, 조례 제509호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=057&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,4,"부칙 <2001.12.31, 조례 제543호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=056&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,5,"부칙 <2005.6.22, 조례 제643호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=055&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,6,"부칙 <2007.11.14, 조례 제724호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=054&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,7,"부칙 <2008.11.12, 조례 제761호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=053&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,8,"부칙 <2009.6.10, 조례 제779호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=052&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,9,"부칙 <2014.12.30, 조례 제955호> (부산광역시 사하구 지방보조금 관리 조례)
제1조(시행일) 이 조례는 2015년 1월 1일부터 시행한다.
제2조 ~ 제4조 (생  략)
제5조(다른 조례의 개정) ① ~ ? (생  략)
? 부산광역시 사하구 주차장 설치 및 관리 조례 일부를 다음과 같이 개정한다.
제18조제2항, 제3항 각 호 외의 부분, 같은 항 제1호 및 제3호 중 “보조금”을 각각 “지방보조금”으로 한다.
21항 ~ 24항 (생  략)",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=051&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,10,"부칙 <2015.11.4, 조례 제1039호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=050&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,11,"부칙 <2016.10.31, 조례 제1099호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=049&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,12,"부칙 <2018. 2.14, 조례 제1169호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=048&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,13,"부칙 <2018. 9.28, 조례 제1201호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=047&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,14,"부칙 <2019. 2.15, 조례 제1223호>
제1조(시행일) 이 조례는 공포한 날부터 시행한다.
제2조(다른 조례의 개정) 부산광역시 사하구 주차장특별회계 설치 조례 일부를 다음과 같이 개정한다. 
제5조를 다음과 같이 한다.
제5조(보조 또는 융자) 법 제21조의2 제6항에 따라 주차장특별회계에서 노외주차장 및 부설주차장의 설치자에게 설치비용의 일부를 보조 또는 융자할 수 있으며, 대상·방법 등은「부산광역시 사하구 주차장 설치 및 관리 조례」제18조에 따른다.",부칙,,부산광역시 사하구 주차장 설치 및 관리 조례,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=046&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,15,"부칙<2019. 12 .20, 조례 제1285호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=045&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,16,"부칙 <2021.1.1, 조례 제1341호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=044&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,17,"부칙<2023.9.25., 조례 제1537호>
제1조(시행일) 이 조례는 공포한 날부터 시행한다.
제2조(특례) 이 조례 시행 전 제4조제2항에 따라 이미 관리위탁을 하여 운영 중인 주차장에 대해서는 제7조4호에 따라 명절기간 주차요금 감면일수에 대한 위탁사용료를 보전한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=043&menuNm=main,부칙
SAHA-PARK-1666-99,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,부칙,18,"부칙 <2025.5.20, 조례 제1666호>
이 조례는 공포한 날부터 시행한다.",부칙,,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=042&menuNm=main,부칙
SAHA-PARK-1666-10-01,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,제10조-1항,1,시행규칙 제4조제1항제8호 및 제5조제8호에 따라 공영주차장에 설치하여야 하는 장애인 전용주차구획은 시 조례 제11조의2에 따른다.,장애인 전용주차구획 등의 설치기준,제10조,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=041&menuNm=main,행정·시설 기준
SAHA-PARK-1666-10-02,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,제10조-2항,1,「환경친화적 자동차의 개발 및 보급 촉진에 관한 법률」제11조의2에 따라 공영주차장에 설치하여야 하는 환경친화적 자동차 전용주차구획은 시 조례 제11조의4에 따른다.,장애인 전용주차구획 등의 설치기준,제10조,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=040&menuNm=main,행정·시설 기준
SAHA-PARK-1666-11-01,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,제11조-1항,1,"시행규칙 제4조제2항에 따라 노상주차장 주차구획은 평행주차 형식으로 설치하여야 한다. 다만, 해당 도로의 교통소통에 지장을 초래하지 아니하는 경우에는 다른 주차형식으로 설치할 수 있다.",주차장의 주차형식 및 배치기준 등,제11조,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=039&menuNm=main,행정·시설 기준
SAHA-PARK-1666-11-02,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,제11조-2항,1,"노외주차장의 주차형식 및 배치 기준은 별표 6에 따르되, 도로의 너비와 해당 주차장의 여건 및 주차장 이용차량의 특성에 따라 따로 정할 수 있으며, 주차구획은 이용자가 알아볼 수 있도록 표시하여야 한다.",주차장의 주차형식 및 배치기준 등,제11조,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=038&menuNm=main,행정·시설 기준
SAHA-PARK-1666-12-01,부산광역시 사하구 주차장 설치 및 관리 조례,부산광역시 사하구,제12조-1항,1,"구청장은 법 제10조제1항제3호와 시행규칙 제6조의2제1항에 따라 설치한 전용주차구획의 배정은 다음 각 호와 같이 하여야 한다.
  1. 주거지전용주차장은 해당 지역에 거주하는 주민
  2. 근무지전용주차장은 해당 지역에 근무하는 근로자
  3. 상가전용주차장은 해당 지역 상가 영업주",노상주차장의 전용주차구획 설치,제12조,,2025-05-20,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308002&histNo=037&menuNm=main,행정·시설 기준
